wwwsild1 26656     1  0 01:09 ?        00:02:32 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_ALIGN_PBC_EDI844Chargeback/ISS_ALIGN_PBC_EDI844Chargeback-ISS_ALIGN_PBC_EDI844Chargeback.tra --innerProcess
wwwsild1 26657     1  0 01:09 ?        00:02:16 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_ALIGN_PBC_EDI845Bidawards/ISS_ALIGN_PBC_EDI845Bidawards-ISS_ALIGN_PBC_EDI845Bidawards.tra --innerProcess
wwwsild1 26658     1  1 01:09 ?        00:03:26 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-7/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD2/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D2_BWTLM1/tra/DomainA1_D1/application/G2DICPACSOURCE/G2DICPACSOURCE-G2DICPACSOURCE-FT.tra --innerProcess
wwwsild1 26659     1  0 01:09 ?        00:02:14 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_ALIGN_PBC_EDI849Reconciliation/ISS_ALIGN_PBC_EDI849Reconciliation-ISS_ALIGN_PBC_EDI849Reconciliation.tra --innerProcess
wwwsild1 26660     1  0 01:09 ?        00:01:58 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_ALIGN_DM_NetricsFuzzyMatch/ISS_ALIGN_DM_NetricsFuzzyMatch-ISS_ALIGN_DM_NetricsFuzzyMatch.tra --innerProcess
wwwsild1 26662     1  0 01:09 ?        00:02:22 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-7/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD2/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D2_BWTLM1/tra/DomainA1_D1/application/G2DICPACSOURCE/G2DICPACSOURCE-G2DICPACSOURCE-LB.tra --innerProcess
wwwsild1 26664     1  0 01:09 ?        00:02:05 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_CORP_TMC_CorpCard_BCD/ISS_CORP_TMC_CorpCard_BCD-ESAExtractArchive.tra --innerProcess
wwwsild1 26665     1  1 01:09 ?        00:02:51 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_Remedy_ApproveIT_Service/ISS_Remedy_ApproveIT_Service-ISS_Remedy_ApproveIT_Service.tra --innerProcess
wwwsild1 26668     1  2 01:09 ?        00:05:20 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/Fleet-Services/Fleet-Services-Process_Archive.tra --innerProcess
wwwsild1 26669     1  0 01:09 ?        00:01:47 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_CORP_ESA_BROADSPIRE/ISS_CORP_ESA_BROADSPIRE-ESA_BROADSPIRE_Process_Archive.tra --innerProcess
wwwsild1 26670     1  0 01:09 ?        00:02:03 /opt/tibco/DEV/Silver/DSEngine/work/lctcsd1090-17/tibco/bw/5.13/bin/bwengine --pid --run --propFile /tibcoD3/data001/local/shareddrive/DEV/Domain_Data/DomainA1_D1/D3_BWTLM4/tra/DomainA1_D1/application/ISS_MMD_ESAM_ArcherOutbound/ISS_MMD_ESAM_ArcherOutbound-ESAMStarter.tra --innerProcess
